id,item_id,invoice_id,quantity,unit_price,created_at,updated_at
2777,2241,621,6,64964,2012-03-27 14:54:39 UTC,2012-03-27 14:54:39 UTC
2778,2226,621,6,74445,2012-03-27 14:54:39 UTC,2012-03-27 14:54:39 UTC
2779,2225,621,4,78732,2012-03-27 14:54:39 UTC,2012-03-27 14:54:39 UTC
2780,2237,621,6,93547,2012-03-27 14:54:39 UTC,2012-03-27 14:54:39 UTC
2781,2237,621,5,93547,2012-03-27 14:54:39 UTC,2012-03-27 14:54:39 UTC
2782,1105,622,10,69658,2012-03-27 14:54:39 UTC,2012-03-27 14:54:39 UTC
2783,1102,622,10,7796,2012-03-27 14:54:39 UTC,2012-03-27 14:54:39 UTC
2784,1102,622,6,7796,2012-03-27 14:54:39 UTC,2012-03-27 14:54:39 UTC
2785,1102,622,2,7796,2012-03-27 14:54:39 UTC,2012-03-27 14:54:39 UTC
2786,1102,622,5,7796,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2787,1104,622,6,39762,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2788,1104,622,5,39762,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2789,451,623,2,83001,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2790,451,623,1,83001,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2791,439,623,5,7612,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2792,969,624,5,45518,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2793,977,624,7,58763,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2794,970,624,5,97851,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2795,972,624,6,91298,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2796,970,624,7,97851,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2797,976,624,9,39202,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2798,2283,625,10,75416,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2799,2280,625,6,18764,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2800,2296,625,4,22164,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2801,2290,625,10,74156,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2802,2285,625,1,85718,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2803,2281,625,5,87909,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2804,1849,626,5,30949,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2805,1823,626,6,84345,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2806,1130,627,5,8681,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2807,1136,627,2,94933,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2808,1122,627,4,5436,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2809,1130,627,5,8681,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2810,481,628,5,79568,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2811,511,628,2,59026,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2812,501,628,5,41991,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2813,500,628,5,55744,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2814,1740,629,6,55961,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2815,1976,630,9,27923,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2816,1975,630,4,66046,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2817,1976,630,3,27923,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2818,1977,630,3,13832,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2819,1975,630,5,66046,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2820,208,631,9,48543,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2821,209,631,9,23092,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2822,209,631,9,23092,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2823,1970,632,4,70595,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2824,752,633,6,85494,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2825,767,633,2,68743,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2826,762,633,8,19489,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2827,892,634,3,98152,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2828,2302,635,8,3590,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2829,2301,635,10,53742,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2830,1083,636,10,61558,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2831,1097,636,9,97578,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2832,1087,636,5,38916,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2833,1097,636,6,97578,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2834,1088,636,5,5851,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2835,2302,637,10,3590,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2836,2301,637,3,53742,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2837,2302,637,10,3590,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2838,2302,637,2,3590,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2839,2302,637,3,3590,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2840,2302,637,2,3590,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2841,2302,637,9,3590,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2842,2301,637,2,53742,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2843,466,638,5,75090,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2844,470,638,9,97711,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2845,477,638,2,96448,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2846,477,638,2,96448,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2847,464,638,9,9545,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2848,1088,639,9,5851,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2849,421,640,1,87003,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2850,431,640,8,46337,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2851,411,640,2,35974,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2852,428,640,3,1371,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2853,416,640,6,867,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2854,407,640,7,324,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2855,95,641,7,61358,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2856,92,641,2,75043,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2857,227,642,2,85319,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2858,227,642,6,85319,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2859,227,642,7,85319,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2860,227,642,5,85319,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2861,326,643,1,20010,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2862,322,643,7,43120,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2863,316,643,7,97487,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2864,2301,644,8,53742,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2865,220,645,4,2498,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2866,1921,646,2,78660,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2867,1693,647,5,68687,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2868,1921,648,5,78660,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2869,1919,648,5,96379,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2870,1918,648,2,72018,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2871,1922,648,10,46383,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2872,1920,648,9,4264,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2873,1109,649,2,81760,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2874,1109,649,8,81760,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2875,1114,649,1,94517,2012-03-27 14:54:40 UTC,2012-03-27 14:54:40 UTC
2876,1111,649,1,8303,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2877,1360,650,4,63623,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2878,1364,650,5,86696,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2879,1089,651,7,43513,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2880,1083,651,5,61558,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2881,210,652,9,24429,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2882,217,652,6,60333,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2883,218,652,1,46258,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2884,212,652,9,2609,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2885,217,652,2,60333,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2886,212,652,4,2609,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2887,2301,653,2,53742,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2888,2302,653,4,3590,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2889,2302,653,1,3590,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2890,2302,653,3,3590,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2891,2302,653,5,3590,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2892,2302,653,8,3590,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2893,1977,654,4,13832,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2894,1978,654,3,42491,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2895,1975,654,7,66046,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2896,1977,654,10,13832,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2897,104,655,9,1061,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2898,103,655,10,23940,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2899,104,655,7,1061,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2900,103,655,7,23940,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2901,103,655,9,23940,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2902,103,655,3,23940,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2903,2450,656,6,76051,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2904,570,657,5,66803,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2905,553,657,3,10356,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2906,565,657,4,11743,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2907,561,657,3,28965,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2908,551,657,6,49948,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2909,563,657,4,12780,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2910,564,657,9,39701,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2911,568,657,7,60472,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2912,154,658,7,65464,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2913,134,658,5,22546,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2914,155,658,7,60767,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2915,144,658,6,13420,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2916,137,658,8,5440,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2917,157,658,7,43685,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2918,2287,659,10,70021,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2919,2299,659,1,74386,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2920,2289,659,5,44597,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2921,2283,659,4,75416,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2922,2280,659,1,18764,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2923,1316,660,9,97479,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2924,1309,660,6,69415,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2925,1288,660,5,12136,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2926,1308,660,7,15256,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2927,1282,660,5,62925,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2928,1317,660,1,93960,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2929,2027,661,2,93831,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2930,2029,661,6,82413,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2931,2034,661,6,56772,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2932,2031,661,2,12205,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2933,2029,661,2,82413,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2934,2033,661,9,40834,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2935,2037,661,9,89480,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2936,2337,662,3,56486,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2937,2331,662,2,46362,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2938,2363,662,4,5123,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2939,2360,662,2,94330,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2940,1014,663,2,62582,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2941,1003,663,1,90833,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2942,1978,664,10,42491,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2943,1975,664,10,66046,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2944,1978,664,10,42491,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2945,1976,664,10,27923,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2946,1977,664,6,13832,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2947,1102,665,4,7796,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2948,1104,665,6,39762,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2949,1103,665,4,96380,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2950,639,666,10,76191,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2951,86,667,8,48928,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2952,91,667,1,58637,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2953,84,667,7,88026,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2954,87,667,4,38836,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2955,84,667,1,88026,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2956,88,667,2,31976,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2957,1793,668,2,65336,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2958,1790,668,8,68074,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2959,225,669,9,61980,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2960,225,669,8,61980,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2961,219,669,7,57616,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2962,219,669,4,57616,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2963,226,669,8,89958,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2964,207,670,8,32427,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2965,2371,671,3,90367,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2966,2395,671,3,37981,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2967,2387,671,9,25855,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2968,2395,671,4,37981,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2969,2386,671,5,85029,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2970,2395,671,2,37981,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2971,2393,671,1,71293,2012-03-27 14:54:41 UTC,2012-03-27 14:54:41 UTC
2972,395,672,9,3001,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2973,390,672,8,55483,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2974,397,672,3,52220,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2975,399,672,10,47028,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2976,885,673,9,9996,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2977,856,673,7,78379,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2978,877,673,9,17331,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2979,874,673,10,56644,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2980,869,673,10,12441,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2981,876,673,5,37552,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2982,864,673,1,92440,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2983,294,674,4,83432,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2984,1103,675,8,96380,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2985,695,676,8,32783,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2986,690,676,7,67534,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2987,687,676,7,37333,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2988,679,676,4,30402,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2989,695,676,2,32783,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2990,698,676,2,10591,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2991,684,676,8,84795,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2992,545,677,2,72968,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2993,547,677,10,48582,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2994,1923,678,10,83466,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2995,1924,678,5,74641,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2996,1923,678,9,83466,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2997,1926,678,1,70356,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2998,2178,679,3,96110,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
2999,2209,679,4,26615,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3000,2200,679,4,97807,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3001,2187,679,2,50574,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3002,2189,679,2,5813,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3003,2176,679,8,82171,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3004,2189,679,2,5813,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3005,1118,680,5,28509,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3006,1119,680,8,94378,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3007,1118,680,9,28509,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3008,1118,680,3,28509,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3009,2316,681,7,48439,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3010,2320,681,6,32862,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3011,2308,681,5,96933,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3012,2308,681,6,96933,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3013,637,682,5,24755,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3014,472,683,8,22875,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3015,474,683,1,44258,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3016,462,683,7,62126,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3017,473,683,2,83363,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3018,521,684,3,74122,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3019,533,684,10,28429,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3020,657,685,9,61628,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3021,1837,686,9,49685,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3022,500,687,4,55744,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3023,501,687,4,41991,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3024,498,687,4,14463,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3025,509,687,5,41230,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3026,508,687,5,71583,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3027,480,687,4,58369,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3028,209,688,4,23092,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3029,207,688,3,32427,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3030,209,688,4,23092,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3031,207,688,1,32427,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3032,209,688,9,23092,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3033,209,688,1,23092,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3034,208,688,1,48543,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3035,209,688,8,23092,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3036,1813,689,3,19150,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3037,1814,689,3,71513,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3038,1810,689,3,14104,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3039,1817,689,8,62677,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3040,1813,689,5,19150,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3041,1813,689,5,19150,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3042,1814,689,3,71513,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3043,1817,689,6,62677,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3044,1221,690,6,43691,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3045,1228,690,7,17526,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3046,1231,690,6,18769,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3047,1226,690,3,35849,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3048,1221,690,4,43691,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3049,1227,690,1,92428,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3050,878,691,8,69605,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3051,874,691,9,56644,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3052,868,691,2,48578,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3053,859,691,10,11144,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3054,864,691,1,92440,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3055,883,691,9,25536,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3056,871,691,1,34421,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3057,1613,692,10,36148,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3058,1629,692,5,20014,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3059,1600,692,1,62489,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3060,1626,692,8,84489,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3061,1605,692,1,67265,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3062,1630,692,5,75916,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3063,1619,692,8,89598,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3064,1624,692,10,26628,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3065,2072,693,7,4663,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3066,2078,693,5,21262,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3067,2088,693,2,19568,2012-03-27 14:54:42 UTC,2012-03-27 14:54:42 UTC
3068,2059,693,9,47367,2012-03-27 14:54:43 UTC,2012-03-27 14:54:43 UTC
3069,2078,693,9,21262,2012-03-27 14:54:43 UTC,2012-03-27 14:54:43 UTC
3070,2058,693,8,87720,2012-03-27 14:54:43 UTC,2012-03-27 14:54:43 UTC
3071,2060,693,2,36974,2012-03-27 14:54:43 UTC,2012-03-27 14:54:43 UTC
3072,2057,693,3,16179,2012-03-27 14:54:43 UTC,2012-03-27 14:54:43 UTC
3073,2252,694,6,46877,2012-03-27 14:54:43 UTC,2012-03-27 14:54:43 UTC
3074,104,695,9,1061,2012-03-27 14:54:43 UTC,2012-03-27 14:54:43 UTC
3075,762,696,6,19489,2012-03-27 14:54:43 UTC,2012-03-27 14:54:43 UTC
3076,744,696,7,38044,2012-03-27 14:54:43 UTC,2012-03-27 14:54:43 UTC
